price;bedrooms;is_studio;bedrooms_log;accommodates;beds;room_type;neighbourhood_cleansed;review_scores_rating;number_of_reviews
276.0;5;0;1.791759469228055;11;4,0;Entire home/apt;Southwark;4,88;8
100.0;1;0;0.6931471805599453;2;0,0;Private room;Westminster;4,63;179
96.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Wandsworth;4,83;119
272.0;3;0;1.3862943611198906;5;2,0;Entire home/apt;Richmond upon Thames;;0
41.0;1;0;0.6931471805599453;1;1,0;Private room;Southwark;4,7;81
39.0;1;0;0.6931471805599453;1;1,0;Private room;Tower Hamlets;4,75;67
90.0;2;0;1.0986122886681098;4;3,0;Entire home/apt;Camden;4,56;41
71.0;1;0;0.6931471805599453;2;1,0;Private room;Greenwich;4,64;33
130.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Lambeth;5,0;18
110.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Lewisham;4,94;16
450.0;1;0;0.6931471805599453;4;1,0;Entire home/apt;Kensington and Chelsea;4,4;5
99.0;1;0;0.6931471805599453;2;1,0;Private room;Richmond upon Thames;4,92;13
77.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Newham;4,82;55
101.0;1;0;0.6931471805599453;2;2,0;Private room;Camden;1,0;1
51.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;4,95;38
132.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Hounslow;4,5;2
146.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Islington;4,76;144
77.0;1;0;0.6931471805599453;2;3,0;Entire home/apt;Greenwich;4,84;49
133.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Lambeth;5,0;10
62.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Haringey;4,95;185
35.0;1;0;0.6931471805599453;1;1,0;Private room;Greenwich;4,84;83
367.0;7;0;2.0794415416798357;16;7,0;Entire home/apt;Barnet;4,72;43
56.0;1;0;0.6931471805599453;1;1,0;Private room;Barnet;5,0;2
50.0;1;0;0.6931471805599453;1;1,0;Private room;Hackney;4,71;42
102.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Hackney;4,9;126
414.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Westminster;4,79;42
142.0;1;0;0.6931471805599453;1;1,0;Private room;Westminster;4,98;57
110.0;2;0;1.0986122886681098;3;2,0;Entire home/apt;Hammersmith and Fulham;;0
1018.0;2;0;1.0986122886681098;6;2,0;Entire home/apt;Kensington and Chelsea;;0
900.0;2;0;1.0986122886681098;6;2,0;Entire home/apt;Camden;;0
650.0;2;0;1.0986122886681098;6;2,0;Entire home/apt;Westminster;;0
340.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Westminster;;0
850.0;2;0;1.0986122886681098;2;2,0;Entire home/apt;Kensington and Chelsea;;0
285.0;4;0;1.6094379124341003;13;7,0;Entire home/apt;Barnet;4,45;82
130.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Lambeth;5,0;9
46.0;1;0;0.6931471805599453;2;2,0;Private room;Tower Hamlets;4,7;296
52.0;1;0;0.6931471805599453;2;2,0;Private room;Tower Hamlets;4,7;244
67.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Harrow;4,81;128
37.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;4,7;242
49.0;1;0;0.6931471805599453;3;3,0;Private room;Tower Hamlets;4,78;278
142.0;1;0;0.6931471805599453;6;2,0;Entire home/apt;Islington;4,62;29
53.0;1;0;0.6931471805599453;2;1,0;Private room;Greenwich;;0
44.0;1;0;0.6931471805599453;2;2,0;Private room;Southwark;4,68;31
40.0;1;0;0.6931471805599453;1;2,0;Private room;Havering;4,91;55
340.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;4,0;1
329.0;4;0;1.6094379124341003;7;4,0;Entire home/apt;Hammersmith and Fulham;4,95;19
23.0;1;0;0.6931471805599453;1;1,0;Private room;Barnet;4,91;91
34.0;1;0;0.6931471805599453;2;1,0;Private room;Lewisham;4,75;55
87.0;1;0;0.6931471805599453;2;1,0;Private room;Haringey;4,93;30
43.0;1;0;0.6931471805599453;1;1,0;Private room;Hillingdon;4,92;36
329.0;1;0;0.6931471805599453;1;1,0;Entire home/apt;Merton;5,0;2
300.0;3;0;1.3862943611198906;5;4,0;Entire home/apt;Hammersmith and Fulham;4,91;35
56.0;1;0;0.6931471805599453;2;1,0;Private room;Greenwich;4,84;150
901.0;1;0;0.6931471805599453;2;1,0;Private room;Islington;4,92;48
333.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Kensington and Chelsea;4,85;26
75.0;1;0;0.6931471805599453;2;1,0;Private room;Hackney;4,8;133
281.0;4;0;1.6094379124341003;8;4,0;Entire home/apt;Haringey;4,71;21
560.0;4;0;1.6094379124341003;10;4,0;Entire home/apt;Southwark;4,83;198
163.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Tower Hamlets;4,61;23
143.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Southwark;4,94;17
35.0;1;0;0.6931471805599453;1;1,0;Private room;Southwark;;0
219.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Hammersmith and Fulham;4,79;24
143.0;0;1;0.0;2;1,0;Entire home/apt;Camden;4,69;54
124.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Wandsworth;4,73;169
83.0;0;1;0.0;4;2,0;Entire home/apt;Tower Hamlets;4,44;138
99.0;0;1;0.0;4;2,0;Entire home/apt;Tower Hamlets;4,37;116
99.0;0;1;0.0;4;2,0;Entire home/apt;Tower Hamlets;4,35;69
457.0;4;0;1.6094379124341003;7;4,0;Entire home/apt;Wandsworth;;0
55.0;1;0;0.6931471805599453;2;1,0;Private room;Lambeth;4,93;241
62.0;1;0;0.6931471805599453;2;1,0;Private room;Camden;4,49;334
34.0;1;0;0.6931471805599453;1;1,0;Private room;Tower Hamlets;4,82;124
281.0;4;0;1.6094379124341003;8;4,0;Entire home/apt;Wandsworth;4,97;36
177.0;2;0;1.0986122886681098;8;4,0;Entire home/apt;Tower Hamlets;4,34;106
189.0;2;0;1.0986122886681098;8;4,0;Entire home/apt;Tower Hamlets;4,39;165
100.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Camden;4,86;49
119.0;1;0;0.6931471805599453;6;1,0;Entire home/apt;Tower Hamlets;4,57;123
169.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;5,0;5
108.0;1;0;0.6931471805599453;2;1,0;Private room;Lambeth;4,93;114
82.0;1;0;0.6931471805599453;1;1,0;Private room;Islington;4,98;59
37.0;1;0;0.6931471805599453;1;1,0;Private room;Greenwich;4,95;39
68.0;1;0;0.6931471805599453;2;1,0;Private room;Southwark;4,87;203
300.0;3;0;1.3862943611198906;16;4,0;Entire home/apt;Camden;4,7;67
172.0;3;0;1.3862943611198906;5;3,0;Entire home/apt;Bromley;5,0;21
120.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Richmond upon Thames;4,73;22
109.0;0;1;0.0;4;2,0;Entire home/apt;Hackney;4,51;68
109.0;0;1;0.0;4;2,0;Entire home/apt;Hackney;4,4;88
225.0;4;0;1.6094379124341003;6;5,0;Entire home/apt;Merton;4,93;15
230.0;1;0;0.6931471805599453;6;2,0;Entire home/apt;Hackney;4,93;28
47.0;1;0;0.6931471805599453;1;1,0;Private room;Kensington and Chelsea;4,91;89
197.0;2;0;1.0986122886681098;8;4,0;Entire home/apt;Hackney;4,56;144
41.0;1;0;0.6931471805599453;1;1,0;Private room;Kensington and Chelsea;4,85;20
56.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Lambeth;4,68;73
37.0;1;0;0.6931471805599453;1;1,0;Private room;Merton;4,9;20
615.0;5;0;1.791759469228055;6;5,0;Entire home/apt;Merton;4,0;1
500.0;2;0;1.0986122886681098;6;2,0;Entire home/apt;Westminster;;0
59.0;1;0;0.6931471805599453;2;1,0;Private room;Brent;4,94;32
41.0;1;0;0.6931471805599453;1;1,0;Private room;Croydon;5,0;2
588.0;5;0;1.791759469228055;16;13,0;Entire home/apt;Wandsworth;4,97;140
109.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Bromley;4,87;85
42.0;1;0;0.6931471805599453;1;1,0;Private room;Tower Hamlets;4,93;41
260.0;3;0;1.3862943611198906;6;3,0;Entire home/apt;Wandsworth;4,82;22
199.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Hammersmith and Fulham;4,84;38
31.0;1;0;0.6931471805599453;1;1,0;Private room;Southwark;4,78;143
135.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Hackney;4,85;97
57.0;1;0;0.6931471805599453;2;1,0;Private room;Lambeth;5,0;2
265.0;2;0;1.0986122886681098;5;3,0;Entire home/apt;Westminster;4,91;158
53.0;1;0;0.6931471805599453;2;1,0;Private room;Hackney;4,98;45
72.0;1;0;0.6931471805599453;1;1,0;Private room;City of London;4,68;130
287.0;4;0;1.6094379124341003;9;3,0;Entire home/apt;Kensington and Chelsea;4,67;9
352.0;2;0;1.0986122886681098;4;3,0;Entire home/apt;Camden;4,48;25
76.0;1;0;0.6931471805599453;2;1,0;Private room;Islington;4,79;29
51.0;1;0;0.6931471805599453;2;1,0;Private room;Lewisham;;0
165.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Wandsworth;4,77;13
78.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Lewisham;4,86;71
55.0;1;0;0.6931471805599453;4;3,0;Entire home/apt;Lambeth;4,89;80
37.0;1;0;0.6931471805599453;2;1,0;Private room;Camden;4,92;99
54.0;1;0;0.6931471805599453;2;1,0;Private room;Southwark;4,82;282
41.0;2;0;1.0986122886681098;4;2,0;Private room;Bromley;4,87;272
550.0;3;0;1.3862943611198906;7;5,0;Entire home/apt;Westminster;;0
168.0;1;0;0.6931471805599453;2;1,0;Private room;Kensington and Chelsea;4,96;272
68.0;1;0;0.6931471805599453;2;1,0;Private room;Lambeth;4,98;310
42.0;1;0;0.6931471805599453;2;2,0;Private room;Hackney;5,0;8
45.0;1;0;0.6931471805599453;1;1,0;Private room;Hackney;4,93;133
452.0;3;0;1.3862943611198906;7;3,0;Entire home/apt;Westminster;;0
291.0;0;1;0.0;7;5,0;Entire home/apt;Westminster;4,86;7
185.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;4,99;70
88.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Bromley;4,5;32
51.0;1;0;0.6931471805599453;1;1,0;Private room;Islington;4,75;53
93.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Merton;4,7;77
61.0;1;0;0.6931471805599453;2;1,0;Private room;Greenwich;4,75;4
123.0;0;1;0.0;2;1,0;Entire home/apt;Kensington and Chelsea;4,58;83
245.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Greenwich;4,6;10
200.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Westminster;4,83;69
104.0;1;0;0.6931471805599453;2;1,0;Private room;Lambeth;4,92;218
126.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Lambeth;4,68;44
80.0;0;1;0.0;2;2,0;Entire home/apt;Barnet;4,62;13
62.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Barking and Dagenham;4,56;44
127.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;City of London;4,92;13
221.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Southwark;4,96;48
88.0;1;0;0.6931471805599453;2;1,0;Private room;Southwark;4,92;224
176.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;4,58;67
357.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Kensington and Chelsea;4,99;67
188.0;2;0;1.0986122886681098;4;3,0;Entire home/apt;Hammersmith and Fulham;4,7;60
163.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Camden;3,75;4
26.0;1;0;0.6931471805599453;1;1,0;Shared room;Camden;4,53;431
20.0;1;0;0.6931471805599453;1;1,0;Shared room;Camden;4,52;146
143.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Hounslow;4,1;20
38.0;1;0;0.6931471805599453;1;1,0;Private room;Greenwich;4,96;590
100.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Tower Hamlets;4,72;18
100.0;2;0;1.0986122886681098;3;2,0;Entire home/apt;Sutton;4,96;107
91.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Barnet;5,0;3
276.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Westminster;4,24;17
361.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;5,0;4
212.0;2;0;1.0986122886681098;3;2,0;Entire home/apt;Westminster;4,93;59
936.0;5;0;1.791759469228055;9;6,0;Entire home/apt;Kensington and Chelsea;5,0;46
32.0;1;0;0.6931471805599453;2;1,0;Private room;Croydon;4,83;120
176.0;3;0;1.3862943611198906;8;5,0;Entire home/apt;Bexley;4,0;1
175.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Tower Hamlets;4,75;4
952.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Islington;5,0;10
49.0;1;0;0.6931471805599453;1;1,0;Private room;Westminster;5,0;5
149.0;3;0;1.3862943611198906;8;5,0;Entire home/apt;Southwark;4,31;36
85.0;1;0;0.6931471805599453;2;1,0;Private room;Hammersmith and Fulham;5,0;243
32.0;1;0;0.6931471805599453;1;1,0;Private room;Hounslow;4,6;146
40.0;1;0;0.6931471805599453;1;1,0;Private room;Richmond upon Thames;4,96;25
87.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;4,95;156
71.0;1;0;0.6931471805599453;3;1,0;Private room;Ealing;4,63;59
65.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;4,92;212
50.0;1;0;0.6931471805599453;1;1,0;Private room;Richmond upon Thames;4,6;10
45.0;1;0;0.6931471805599453;1;1,0;Private room;Richmond upon Thames;4,87;23
22.0;1;0;0.6931471805599453;1;1,0;Private room;Croydon;4,56;32
80.0;0;1;0.0;2;1,0;Private room;Kensington and Chelsea;4,74;108
138.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Islington;4,93;15
283.0;4;0;1.6094379124341003;4;2,0;Entire home/apt;Waltham Forest;4,69;13
33.0;1;0;0.6931471805599453;1;1,0;Private room;Newham;4,85;71
155.0;1;0;0.6931471805599453;4;1,0;Entire home/apt;Kensington and Chelsea;3,86;7
600.0;2;0;1.0986122886681098;4;0,0;Entire home/apt;Kensington and Chelsea;;0
87.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Wandsworth;5,0;1
201.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;4,64;11
201.0;2;0;1.0986122886681098;4;1,0;Entire home/apt;Brent;;0
66.0;1;0;0.6931471805599453;4;2,0;Private room;Havering;4,47;19
185.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;4,9;78
133.0;1;0;0.6931471805599453;2;1,0;Private room;Kensington and Chelsea;4,32;19
170.0;1;0;0.6931471805599453;3;2,0;Private room;Kensington and Chelsea;4,33;12
190.0;1;0;0.6931471805599453;4;3,0;Private room;Kensington and Chelsea;4,47;17
35.0;1;0;0.6931471805599453;2;2,0;Private room;Newham;4,44;32
750.0;3;0;1.3862943611198906;2;3,0;Entire home/apt;Westminster;;0
150.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Camden;4,18;17
87.0;0;1;0.0;2;1,0;Entire home/apt;Camden;4,77;13
91.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;5,0;10
171.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Hammersmith and Fulham;4,88;93
190.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;4,92;132
100.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;;0
852.0;1;0;0.6931471805599453;5;1,0;Entire home/apt;Hackney;;0
213.0;4;0;1.6094379124341003;14;7,0;Entire home/apt;Barnet;4,62;26
118.0;2;0;1.0986122886681098;3;3,0;Entire home/apt;Hackney;4,92;36
920.0;3;0;1.3862943611198906;6;9,0;Entire home/apt;Westminster;5,0;5
103.0;1;0;0.6931471805599453;2;1,0;Private room;Brent;4,93;148
50.0;1;0;0.6931471805599453;2;2,0;Private room;Hounslow;4,93;54
500.0;2;0;1.0986122886681098;4;0,0;Entire home/apt;Kensington and Chelsea;4,33;9
57.0;1;0;0.6931471805599453;1;1,0;Private room;Hackney;4,63;67
74.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Lambeth;4,89;19
204.0;2;0;1.0986122886681098;7;3,0;Entire home/apt;Camden;4,07;72
82.0;1;0;0.6931471805599453;2;1,0;Private room;Islington;4,72;117
996.0;3;0;1.3862943611198906;6;3,0;Entire home/apt;Westminster;4,91;11
49.0;1;0;0.6931471805599453;2;1,0;Private room;Newham;4,54;59
60.0;1;0;0.6931471805599453;2;1,0;Private room;Newham;4,88;66
56.0;1;0;0.6931471805599453;2;1,0;Private room;Newham;4,85;109
71.0;1;0;0.6931471805599453;1;1,0;Private room;Tower Hamlets;5,0;15
469.0;3;0;1.3862943611198906;6;5,0;Entire home/apt;Kensington and Chelsea;4,85;20
436.0;3;0;1.3862943611198906;7;3,0;Entire home/apt;Westminster;;0
131.0;1;0;0.6931471805599453;4;1,0;Entire home/apt;Hammersmith and Fulham;4,74;202
55.0;1;0;0.6931471805599453;2;1,0;Private room;Southwark;4,95;157
425.0;6;0;1.9459101490553132;8;8,0;Entire home/apt;Brent;4,96;48
870.0;3;0;1.3862943611198906;6;3,0;Entire home/apt;Camden;4,88;25
75.0;1;0;0.6931471805599453;2;1,0;Private room;Waltham Forest;4,95;38
361.0;3;0;1.3862943611198906;6;3,0;Entire home/apt;Lambeth;5,0;59
94.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Southwark;4,89;55
380.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Kensington and Chelsea;4,0;2
83.0;0;1;0.0;2;1,0;Entire home/apt;Tower Hamlets;4,66;128
497.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Kensington and Chelsea;4,78;36
180.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Richmond upon Thames;4,58;31
27.0;1;0;0.6931471805599453;1;0,0;Private room;Brent;4,85;54
240.0;0;1;0.0;2;1,0;Entire home/apt;Tower Hamlets;4,9;29
245.0;1;0;0.6931471805599453;2;1,0;Private room;Camden;4,82;11
72.0;1;0;0.6931471805599453;2;1,0;Private room;Hammersmith and Fulham;4,67;43
850.0;3;0;1.3862943611198906;2;3,0;Entire home/apt;Kensington and Chelsea;;0
850.0;3;0;1.3862943611198906;8;3,0;Entire home/apt;Westminster;;0
83.0;1;0;0.6931471805599453;5;3,0;Entire home/apt;Tower Hamlets;4,34;83
167.0;1;0;0.6931471805599453;3;1,0;Entire home/apt;Islington;4,64;36
197.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Enfield;4,2;20
195.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Richmond upon Thames;4,25;4
80.0;2;0;1.0986122886681098;2;2,0;Private room;Hackney;5,0;1
323.0;4;0;1.6094379124341003;13;7,0;Entire home/apt;Islington;4,91;153
204.0;4;0;1.6094379124341003;6;5,0;Entire home/apt;Waltham Forest;4,7;20
140.0;0;1;0.0;2;1,0;Entire home/apt;Westminster;4,67;160
105.0;1;0;0.6931471805599453;3;0,0;Entire home/apt;Westminster;4,76;17
334.0;4;0;1.6094379124341003;6;4,0;Entire home/apt;Hounslow;;0
219.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Kensington and Chelsea;4,85;26
70.0;1;0;0.6931471805599453;1;1,0;Private room;Wandsworth;3,67;3
131.0;1;0;0.6931471805599453;2;1,0;Private room;Islington;4,91;69
232.0;3;0;1.3862943611198906;4;3,0;Entire home/apt;Camden;4,71;7
165.0;3;0;1.3862943611198906;9;4,0;Entire home/apt;Tower Hamlets;4,2;5
146.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Camden;4,88;100
235.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Westminster;4,75;87
428.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Westminster;4,92;48
156.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Tower Hamlets;5,0;26
434.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Hammersmith and Fulham;3,0;2
130.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Westminster;4,44;99
143.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Westminster;4,3;46
55.0;1;0;0.6931471805599453;2;1,0;Private room;Westminster;4,81;16
75.0;1;0;0.6931471805599453;2;3,0;Entire home/apt;Croydon;4,88;120
200.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Tower Hamlets;4,5;4
145.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Haringey;4,78;27
58.0;0;1;0.0;2;2,0;Private room;Waltham Forest;;0
207.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Westminster;4,63;88
85.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,98;123
431.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Westminster;5,0;95
213.0;3;0;1.3862943611198906;5;4,0;Entire home/apt;Waltham Forest;4,94;32
95.0;0;1;0.0;4;2,0;Private room;Richmond upon Thames;4,94;407
449.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Kensington and Chelsea;4,83;52
150.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Tower Hamlets;4,94;52
39.0;1;0;0.6931471805599453;1;1,0;Private room;Redbridge;4,65;121
83.0;1;0;0.6931471805599453;2;1,0;Private room;Kensington and Chelsea;4,52;96
322.0;3;0;1.3862943611198906;8;4,0;Entire home/apt;Camden;4,25;4
636.0;6;0;1.9459101490553132;12;7,0;Entire home/apt;Hammersmith and Fulham;4,83;24
243.0;2;0;1.0986122886681098;5;3,0;Entire home/apt;Richmond upon Thames;4,6;68
172.0;1;0;0.6931471805599453;4;2,0;Entire home/apt;Tower Hamlets;4,89;87
270.0;2;0;1.0986122886681098;4;3,0;Entire home/apt;Westminster;4,96;50
250.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Hackney;4,94;66
123.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Southwark;4,89;9
42.0;1;0;0.6931471805599453;1;1,0;Private room;Barnet;4,67;149
76.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;4,79;14
550.0;2;0;1.0986122886681098;4;3,0;Entire home/apt;Kensington and Chelsea;4,98;50
254.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Hammersmith and Fulham;4,69;13
52.0;1;0;0.6931471805599453;2;0,0;Private room;Hounslow;4,78;18
38.0;1;0;0.6931471805599453;1;1,0;Private room;Brent;4,6;10
500.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Camden;4,59;44
835.0;4;0;1.6094379124341003;8;4,0;Entire home/apt;Westminster;5,0;2
41.0;1;0;0.6931471805599453;1;1,0;Private room;Lambeth;4,89;87
25.0;1;0;0.6931471805599453;1;2,0;Private room;Croydon;5,0;8
64.0;1;0;0.6931471805599453;2;1,0;Private room;Tower Hamlets;5,0;1
53.0;1;0;0.6931471805599453;1;1,0;Private room;Enfield;4,95;20
52.0;1;0;0.6931471805599453;2;0,0;Private room;Waltham Forest;4,64;269
49.0;1;0;0.6931471805599453;2;1,0;Private room;Bromley;4,93;102
180.0;3;0;1.3862943611198906;5;6,0;Entire home/apt;Greenwich;4,45;20
45.0;1;0;0.6931471805599453;1;1,0;Private room;Lewisham;4,89;38
50.0;1;0;0.6931471805599453;2;1,0;Private room;Hackney;4,7;266
217.0;4;0;1.6094379124341003;11;7,0;Entire home/apt;Waltham Forest;4,61;57
83.0;1;0;0.6931471805599453;2;1,0;Private room;Merton;4,85;41
155.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Hackney;;0
90.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Islington;5,0;4
1155.0;4;0;1.6094379124341003;16;8,0;Entire home/apt;Camden;4,73;55
113.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Lambeth;4,66;41
79.0;1;0;0.6931471805599453;2;1,0;Private room;Redbridge;4,94;17
68.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,81;62
116.0;1;0;0.6931471805599453;2;1,0;Private room;Westminster;4,88;491
67.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,97;97
131.0;2;0;1.0986122886681098;4;1,0;Entire home/apt;Wandsworth;4,63;8
723.0;4;0;1.6094379124341003;8;5,0;Entire home/apt;Brent;4,95;59
260.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Ealing;4,57;7
881.0;5;0;1.791759469228055;8;7,0;Entire home/apt;Ealing;5,0;2
62.0;1;0;0.6931471805599453;2;1,0;Private room;Islington;4,86;458
181.0;1;0;0.6931471805599453;2;1,0;Entire home/apt;Westminster;5,0;25
1000.0;7;0;2.0794415416798357;16;11,0;Entire home/apt;Hillingdon;4,45;55
475.0;4;0;1.6094379124341003;7;6,0;Entire home/apt;Westminster;;0
270.0;1;0;0.6931471805599453;2;2,0;Entire home/apt;Westminster;4,69;32
53.0;1;0;0.6931471805599453;2;1,0;Private room;Croydon;4,76;50
250.0;2;0;1.0986122886681098;5;5,0;Entire home/apt;Tower Hamlets;4,42;12
280.0;3;0;1.3862943611198906;6;6,0;Entire home/apt;Tower Hamlets;4,5;8
290.0;1;0;0.6931471805599453;7;1,0;Entire home/apt;Tower Hamlets;5,0;1
405.0;2;0;1.0986122886681098;6;3,0;Entire home/apt;Camden;4,73;11
100.0;2;0;1.0986122886681098;2;2,0;Entire home/apt;Hounslow;4,89;9
92.0;2;0;1.0986122886681098;4;2,0;Private room;Waltham Forest;4,6;135
55.0;0;1;0.0;2;1,0;Entire home/apt;Greenwich;4,69;58
45.0;1;0;0.6931471805599453;2;2,0;Private room;Merton;4,98;118
94.0;3;0;1.3862943611198906;6;6,0;Private room;Islington;4,66;171
60.0;1;0;0.6931471805599453;2;1,0;Private room;Brent;4,94;466
275.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Camden;4,75;4
45.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,97;66
495.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Camden;4,63;19
187.0;3;0;1.3862943611198906;6;3,0;Entire home/apt;Lambeth;5,0;2
68.0;0;1;0.0;2;2,0;Private room;Westminster;4,33;30
262.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Kensington and Chelsea;4,0;1
250.0;2;0;1.0986122886681098;4;2,0;Entire home/apt;Kensington and Chelsea;;0
190.0;2;0;1.0986122886681098;4;4,0;Entire home/apt;Westminster;4,36;22
42.0;1;0;0.6931471805599453;2;1,0;Private room;Newham;4,7;10
284.0;3;0;1.3862943611198906;5;3,0;Entire home/apt;Lewisham;4,87;30
65.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,83;6
120.0;0;1;0.0;2;1,0;Private room;Waltham Forest;5,0;1
40.0;1;0;0.6931471805599453;1;1,0;Private room;Havering;4,91;32
94.0;1;0;0.6931471805599453;2;1,0;Private room;Wandsworth;4,64;66
24.0;1;0;0.6931471805599453;2;1,0;Private room;Croydon;4,81;27
61.0;1;0;0.6931471805599453;3;2,0;Private room;Hillingdon;4,37;92
63.0;1;0;0.6931471805599453;2;1,0;Private room;Hillingdon;4,04;51
93.0;1;0;0.6931471805599453;2;1,0;Private room;Kensington and Chelsea;4,45;94
72.0;1;0;0.6931471805599453;2;2,0;Private room;Greenwich;4,81;145
